,Division,when,who,with who,total time,W/L/T,Hurdles,name,start,1.dog,name.1,chng,2.dog,name.2,chng.1,3.dog,name.3,chng.2,4.dog,place,date,competition
2277,3.0,15:43:53,X-treme,CrazyBalls I.,16.54,L,30.0,Kerby,0.03,3.9,Mína,chyba,4.02,Audík,OK,4.29,Nesi,OK,4.29,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2278,3.0,15:45:45,CrazyBalls I.,X-treme,18.1,L,20.0,Mia,-0.04,4.16,Maty,0.23,4.59,Aivee,0.21,3.78,Flek,0.29,4.89,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2279,3.0,15:45:45,X-treme,CrazyBalls I.,22.86,W,25.0,Kerby,0.16,3.95,Mína,OK,3.99,Nesi,0.22,4.19,Maze,6.23,4.12,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2280,3.0,15:47:12,CrazyBalls I.,X-treme,39.39,W,20.0,Mia,0.1,mimo,Maty,,4.63,Aivee,0.22,3.82,Flek,0.67,4.74,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2281,3.0,15:47:12,X-treme,CrazyBalls I.,20.44,L,25.0,Kerby,0.11,3.95,Mína,OK,3.88,Nesi,0.1,4.16,Maze,4.3,3.95,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2282,3.0,15:51:38,RUNami A,Pilsen F.A.S.T.,17.06,W,25.0,Čoko,0.16,4.38,Elia,ok,4.43,Fík,0.12,3.87,Black,OK,4.09,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2283,3.0,15:51:38,Pilsen F.A.S.T.,RUNami A,18.49,L,25.0,Jolly,0.34,4.45,Majlo,0.4,4.17,Easy,ok,4.29,Abby,0.32,4.52,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2284,3.0,15:52:54,RUNami A,Pilsen F.A.S.T.,23.01,W,25.0,Čoko,0.08,4.39,Elia,0.16,4.3,Fík,0.16,3.95,Black,ok,4.22,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2285,3.0,15:52:54,Pilsen F.A.S.T.,RUNami A,17.77,L,25.0,Jolly,-0.04,4.55,Majlo,OK,4.16,Easy,chyba,4.18,Abby,-0.15,5.06,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2286,3.0,15:54:29,RUNami A,Pilsen F.A.S.T.,17.36,W,25.0,Elia,0.09,4.27,Fík,0.16,3.95,Black,OK,4.29,Amy,0.2,4.4,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2287,3.0,15:54:29,Pilsen F.A.S.T.,RUNami A,27.19,L,25.0,Jolly,0.002,4.59,Majlo,OK,4.31,Easy,OK,4.13,Abby,0.52,4.71,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2288,3.0,15:55:54,RUNami A,Pilsen F.A.S.T.,17.4,W,25.0,Elia,0.07,4.24,Fík,0.16,3.96,Black,OK,4.04,Amy,OK,4.92,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2289,3.0,15:55:54,Pilsen F.A.S.T.,RUNami A,17.4,L,25.0,Jolly,0.04,4.58,Majlo,,4.19,Abby,-0.28,4.57,Easy,OK,4.29,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2290,3.0,16:00:13,New Ballance Flyball Team,Hellodogs Rebounds,17.22,L,22.5,Jazzy,0.11,4.09,Enola,OK,4.3,Riley,ok,4.34,Pí,0.15,4.22,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2291,3.0,16:00:13,Hellodogs Rebounds,New Ballance Flyball Team,16.91,W,17.5,Able,0.06,3.95,Lara,OK,4.14,Negró,OK,4.87,Cookie,ok,3.89,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2292,3.0,16:01:34,New Ballance Flyball Team,Hellodogs Rebounds,12.99,L,22.5,Jazzy,0.05,4.12,Enola,OK,4.35,Riley,0.14,4.34,Pí,,,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2293,3.0,16:01:34,Hellodogs Rebounds,New Ballance Flyball Team,17.22,W,17.5,Able,0.12,3.98,Lara,0.14,4.13,Negró,OK,4.95,Cookie,ok,3.91,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2294,3.0,16:03:14,New Ballance Flyball Team,Hellodogs Rebounds,17.14,W,22.5,Jazzy,0.003,4.11,Enola,ok,4.38,Riley,OK,4.3,Pí,OK,4.35,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2295,3.0,16:03:14,Hellodogs Rebounds,New Ballance Flyball Team,17.05,L,17.5,Midi,-0.001,4.08,Able,OK,4.01,Negró,ok,5.05,Cookie,ok,3.92,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2296,3.0,16:04:38,New Ballance Flyball Team,Hellodogs Rebounds,17.26,L,22.5,Jazzy,-0.02,4.16,Enola,OK,4.36,Riley,-0.13,4.31,Pí,0.16,4.42,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2297,3.0,16:04:38,Hellodogs Rebounds,New Ballance Flyball Team,17.38,W,17.5,Midi,0.07,4.06,Able,OK,4.11,Negró,ok,5.13,Cookie,OK,4.01,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2298,5.0,16:18:42,Wing BEAST,Hellodogs Next Generation,17.65,W,15.0,Tizy,0.05,3.97,Brooklyn,0.23,3.88,Jamie,0.09,4.23,Seny,OK,5.21,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2299,5.0,16:18:42,Hellodogs Next Generation,Wing BEAST,17.63,L,17.5,Cherry,0.15,3.96,Bella,0.22,4.18,Shelby,,4.57,Firgi,chyba,4.56,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2300,5.0,16:19:57,Wing BEAST,Hellodogs Next Generation,17.46,L,15.0,Tizy,0.12,3.94,Brooklyn,ok,3.92,Jamie,0.15,4.18,Seny,chyba,5.15,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2301,5.0,16:19:57,Hellodogs Next Generation,Wing BEAST,18.05,W,17.5,Cherry,0.13,4,Bella,0.23,4.21,Shelby,0.16,4.65,Firgi,OK,4.67,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2302,5.0,16:21:10,Wing BEAST,Hellodogs Next Generation,17.66,W,15.0,Tizy,0.007,4.08,Brooklyn,0.11,3.77,Jamie,ok,4.39,Seny,0.16,5.15,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2303,5.0,16:21:10,Hellodogs Next Generation,Wing BEAST,17.99,L,17.5,Cherry,0.04,4.06,Bella,0.13,4.3,Shelby,0.26,4.59,Firgi,chyba,4.62,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2304,5.0,16:25:09,Akela Rush,Fire-Drakes,18.37,W,15.0,Rosie,0.25,4.33,Ízisz,0.2,4.46,Zoya,0.31,4.62,Oszkár,0.4,3.8,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2305,5.0,16:26:16,Akela Rush,Fire-Drakes,17.91,L,15.0,Rosie,-0.15,4.41,Ízisz,0.14,4.5,Zoya,ok,4.72,Oszkár,0.3,4,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2306,5.0,16:27:27,Akela Rush,Fire-Drakes,17.78,W,15.0,Rosie,0.19,4.44,Ízisz,OK,4.59,Zoya,OK,4.64,Oszkár,OK,3.92,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2307,5.0,16:32:38,WildRunners Maximini,Hop Trop HURRICANE,18.76,L,25.0,Bree,0.15,4.24,Riley,0.21,4.47,Bruno,0.31,4.75,Bella,OK,4.64,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2308,5.0,16:32:38,Hop Trop HURRICANE,WildRunners Maximini,17.74,W,20.0,Fler,0.03,4.29,Cayenne,0.14,4.29,Choose,OK,4.52,Lucka,0.25,4.22,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2309,5.0,16:33:55,WildRunners Maximini,Hop Trop HURRICANE,18.33,W,25.0,Bree,0.2,4.06,Riley,OK,4.59,Bruno,0.18,4.72,Bella,chyba,4.58,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2310,5.0,16:33:55,Hop Trop HURRICANE,WildRunners Maximini,26.98,L,20.0,Fler,-0.02,4.53,Cayenne,0.27,4.28,Choose,1.51,4.55,Lucka,0.3,4.21,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2311,5.0,16:35:00,WildRunners Maximini,Hop Trop HURRICANE,18.69,L,25.0,Bree,0.07,4.17,Riley,0.18,4.56,Bruno,0.15,4.91,Bella,chyba,4.66,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2312,5.0,16:35:00,Hop Trop HURRICANE,WildRunners Maximini,17.97,W,20.0,Fler,0.04,4.48,Cayenne,0.2,4.22,Choose,OK,4.57,Lucka,0.3,4.17,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2313,6.0,16:40:25,DumbleDogs G,Too X-treme,18.19,L,25.0,Enjoy,-0.08,4.38,Ridiculus,0.29,4.32,Ziva,OK,4.68,Kiwi,OK,4.61,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2314,6.0,16:40:25,Too X-treme,DumbleDogs G,17.76,L,15.0,Vilík,-0.24,4.2,Aranka,0.25,4.28,Fren,0.1,4.39,Ruby,Ok,4.79,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2315,6.0,16:41:33,DumbleDogs G,Too X-treme,18.2,L,25.0,Enjoy,0.16,4.43,Ridiculus,OK,4.5,Ziva,OK,4.58,Kiwi,chyba,4.52,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2316,6.0,16:41:33,Too X-treme,DumbleDogs G,18.46,W,15.0,Vilík,0.44,4.22,Aranka,0.35,4.16,Fren,0.15,4.43,Ruby,,vběhl,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2317,6.0,16:42:44,DumbleDogs G,Too X-treme,18.56,L,25.0,Enjoy,0.08,4.44,Ridiculus,0.23,4.36,Ziva,ok,4.8,Kiwi,OK,4.65,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2318,6.0,16:42:44,Too X-treme,DumbleDogs G,18.28,W,15.0,Vilík,0.29,4.22,Aranka,ok,4.37,Fren,0.18,4.43,Ruby,OK,4.79,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2319,6.0,16:48:30,CrazyBalls II.,JokerZ Fun,19.73,L,20.0,Tequila,0.33,4.96,Scotty,0.35,4.4,Arlett,0.44,4.54,Kokoska,ok,4.71,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2320,6.0,16:48:30,JokerZ Fun,CrazyBalls II.,18.61,L,17.5,Kleo,0.21,4.23,Trufa,OK,4.33,LeeLoo,ok,4.73,Taz,chyba,5.12,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2321,6.0,16:50:03,CrazyBalls II.,JokerZ Fun,31.28,L,20.0,Tequila,0.05,4.89,Scotty,0.44,4.45,Arlett,0.43,4.62,Kokoska,0.62,4.39,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2322,6.0,16:50:03,JokerZ Fun,CrazyBalls II.,18.38,L,17.5,Kleo,0.05,4.25,Trufa,chyba,4.37,LeeLoo,OK,4.41,Taz,0.15,5.16,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2323,6.0,16:51:42,CrazyBalls II.,JokerZ Fun,24.12,L,20.0,Tequila,-0.1,4.85,Scotty,0.6,4.6,Kokoska,-0.17,4.45,Arlett,5.33,4.56,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2324,6.0,16:51:42,JokerZ Fun,CrazyBalls II.,18.51,W,17.5,Kleo,0.1,4.22,Trufa,0.14,4.38,LeeLoo,OK,4.44,Taz,OK,5.24,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2325,6.0,16:55:57,BomBallance Flyball Team,Yelly BEAST,19.22,W,17.5,Fléche,0.12,4.43,Koni,OK,4.16,Maze,0.21,4.94,Orion,ok,5.37,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2326,6.0,16:55:57,Yelly BEAST,BomBallance Flyball Team,18.14,L,20.0,Elina,-0.04,4,Nola,0.19,4.19,Evo,ok,4.3,Blizzard,0.22,5.26,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2327,6.0,16:57:36,BomBallance Flyball Team,Yelly BEAST,24.01,L,17.5,Fléche,0.05,4.45,Koni,OK,4.22,Maze,OK,4.97,Orion,0.9,9.43,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2328,6.0,16:57:36,Yelly BEAST,BomBallance Flyball Team,18.32,W,20.0,Elina,0.08,3.98,Nola,OK,4.24,Evo,ok,4.31,Blizzard,0.19,5.52,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2329,6.0,16:58:58,BomBallance Flyball Team,Yelly BEAST,19.0,L,17.5,Fléche,0.003,4.56,Koni,Ok,4.21,Maze,chyba,5.08,Orion,chyba,5.14,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2330,6.0,16:58:58,Yelly BEAST,BomBallance Flyball Team,17.97,L,20.0,Elina,0.05,3.96,Nola,OK,4.6,Evo,-0.36,4.24,Blizzard,ok,5.48,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2331,7.0,17:04:25,Hop Trop PANTHERS,Akela Spirit,20.26,L,25.0,Dixi,5.48,4.28,Dori,0.19,4.28,Wyn,1.2,4.82,Sheena,,,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2332,7.0,17:04:25,Akela Spirit,Hop Trop PANTHERS,18.31,L,15.0,Emma,0.03,4.32,Bodza,chyba,4.63,Maya,-0.22,4.22,Alba,0.16,5.17,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2333,7.0,17:05:56,Hop Trop PANTHERS,Akela Spirit,21.24,W,25.0,Dixi,1.26,4.78,Dori,0.6,4.33,Wyn,0.16,4.27,Sheena,0.96,4.9,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2334,7.0,17:05:56,Akela Spirit,Hop Trop PANTHERS,18.77,L,15.0,Emma,0.04,4.4,Bodza,OK,4.68,Maya,chyba,4.25,Alba,0.23,5.17,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2335,7.0,17:07:24,Hop Trop PANTHERS,Akela Spirit,20.21,L,25.0,Dixi,0.44,4.69,Dori,0.6,4.27,Wyn,ok,4.34,Sheena,1.1,4.77,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2336,7.0,17:07:24,Akela Spirit,Hop Trop PANTHERS,19.02,W,15.0,Emma,0.04,4.45,Bodza,OK,4.87,Maya,OK,4.22,Alba,OK,5.45,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2337,7.0,17:09:53,Hop Trop PANTHERS,Akela Spirit,20.02,L,25.0,Dixi,0.65,4.66,Dori,0.39,4.24,Wyn,0.17,4.24,Sheena,0.86,4.83,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2338,7.0,17:09:53,Akela Spirit,Hop Trop PANTHERS,18.99,W,15.0,Dash,0.05,3.84,Bodza,0.41,4.74,Maya,0.27,4.23,Alba,0.16,5.3,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2339,7.0,17:16:00,FOFR DOG future,Pilsen 2 F.A.S.T.,19.62,W,22.5,Ela,0.1,4.14,Lenny,OK,4.25,Elli,0.6,4.78,Sigy,0.63,5.13,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2340,7.0,17:16:00,Pilsen 2 F.A.S.T.,FOFR DOG future,25.35,L,15.0,Trixie,0.1,3.75,Porto,0.97,4.13,Bailey,0.23,5.01,Fido,5.78,5.38,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2341,7.0,17:17:43,FOFR DOG future,Pilsen 2 F.A.S.T.,30.87,W,22.5,Ela,0.01,4.08,Lenny,0.14,4.19,Elli,0.41,mimo,Sigy,,5.04,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2342,7.0,17:17:43,Pilsen 2 F.A.S.T.,FOFR DOG future,37.99,L,15.0,Trixie,-0.14,3.81,Porto,,vběhl,Bailey,0.32,5.79,Fido,vběhl,-2.2,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2343,7.0,17:19:18,FOFR DOG future,Pilsen 2 F.A.S.T.,19.5,W,22.5,Ela,0.13,4.13,Lenny,0.25,4.2,Elli,0.24,4.82,Sigy,0.72,5.02,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2344,7.0,17:19:18,Pilsen 2 F.A.S.T.,FOFR DOG future,21.56,L,15.0,Trixie,-0.03,3.82,Porto,,vběhl,Bailey,0.31,5.34,Fido,vběhl,,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2345,7.0,17:21:45,FOFR DOG future,Pilsen 2 F.A.S.T.,18.89,W,22.5,Ela,0.01,4.16,Lenny,OK,4.27,Elli,0.24,4.9,Sigy,0.26,5.05,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2346,7.0,17:21:45,Pilsen 2 F.A.S.T.,FOFR DOG future,33.37,L,15.0,Trixie,0.13,3.71,Porto,,vběhl,Bailey,OK,5.56,Fido,vběhl,-0.18,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2347,5.0,17:29:46,FOFR DOG,Wing BEAST,17.97,L,22.5,Hessie,-0.41,4.86,Dizzy,ok,4.53,Daggry,OK,3.92,Ogi,0.14,4.94,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2348,5.0,17:29:46,Wing BEAST,FOFR DOG,17.66,W,15.0,Amy,0.002,4.2,Brooklyn,OK,3.92,Jamie,0.1,4.35,Seny,Ok,5.09,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2349,5.0,17:30:55,FOFR DOG,Wing BEAST,18.74,W,22.5,Hessie,0.23,4.65,Dizzy,0.3,4.32,Daggry,0.13,3.92,Ogi,0.21,4.99,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2350,5.0,17:30:55,Wing BEAST,FOFR DOG,17.71,L,15.0,Amy,0.03,4.16,Brooklyn,0.17,mimo,Jamie,,4.32,Seny,OK,5.11,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2351,5.0,17:32:34,FOFR DOG,Wing BEAST,18.51,L,22.5,Hessie,0.21,4.69,Dizzy,ok,4.48,Daggry,Ok,3.9,Ogi,0.19,5.04,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2352,5.0,17:32:34,Wing BEAST,FOFR DOG,17.71,W,15.0,Tizy,0.08,4.07,Brooklyn,ok,3.94,Jamie,0.14,4.28,Seny,OK,5.2,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2353,5.0,17:34:37,FOFR DOG,Wing BEAST,14.15,,22.5,Hessie,-1.35,5.87,Dizzy,Ok,2.32,Daggry,Ok,7.3,,,,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2354,5.0,17:37:16,Hellodogs Next Generation,Akela Rush,18.12,L,17.5,Cherry,0.13,4.06,Bella,0.18,4.21,Shelby,ok,4.64,Firgi,0.32,4.58,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2355,5.0,17:37:16,Akela Rush,Hellodogs Next Generation,17.99,W,15.0,Rosie,0.19,4.39,Ízisz,0.22,4.55,Zoya,ok,4.73,Oszkár,OK,3.9,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2356,5.0,17:38:38,Hellodogs Next Generation,Akela Rush,18.3,L,17.5,Cherry,0.15,4.07,Bella,OK,4.35,Shelby,0.12,4.65,Firgi,0.18,4.8,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2357,5.0,17:38:38,Akela Rush,Hellodogs Next Generation,18.12,W,15.0,Rosie,0.03,4.33,Ízisz,0.19,4.55,Zoya,0.25,4.58,Oszkár,0.42,3.77,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2358,5.0,17:39:59,Hellodogs Next Generation,Akela Rush,17.9,W,17.5,Cherry,0.11,4.07,Bella,0.14,4.24,Shelby,ok,4.64,Firgi,0.18,4.53,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2359,5.0,17:39:59,Akela Rush,Hellodogs Next Generation,17.58,L,15.0,Rosie,0.08,4.35,Ízisz,OK,4.66,Zoya,0.14,4.59,Oszkár,-0.13,3.9,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2360,6.0,17:45:23,Furious Rockets,DumbleDogs G,18.95,W,25.0,Rony,0.14,4.53,Cassiann,0.15,4.37,Shadow,0.16,4.66,Šanty,0.15,4.79,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2361,6.0,17:45:23,DumbleDogs G,Furious Rockets,19.37,L,25.0,Gerry,0.22,4.6,Dasty,0.53,5.25,Ziva,-0.35,4.53,Kiwi,chyba,4.59,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2362,6.0,17:47:03,Furious Rockets,DumbleDogs G,47.23,W,25.0,Rony,0.1,4.75,Cassiann,0.31,mimo,Shadow,,4.67,Šanty,0.33,4.71,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2363,6.0,17:47:03,DumbleDogs G,Furious Rockets,19.12,L,25.0,Gerry,0.04,4.56,Dasty,chyba,5.51,Ziva,-0.2,4.57,Kiwi,chyba,4.65,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2364,6.0,17:48:48,Furious Rockets,DumbleDogs G,19.59,W,25.0,Rony,0.15,4.66,Bárny,0.33,4.71,Shadow,0.15,4.63,Šanty,0.17,4.79,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2365,6.0,17:48:48,DumbleDogs G,Furious Rockets,39.01,L,25.0,Gerry,0.04,4.68,Dasty,0.38,5.57,Ziva,,4.6,Kiwi,OK,4.65,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2366,6.0,17:53:26,Too X-treme,CrazyBalls II.,27.53,W,15.0,Rio,0.02,3.98,Aranka,0.15,4.21,Ruby,0.46,4.63,Kyle,chyba,4.9,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2367,6.0,17:53:26,CrazyBalls II.,Too X-treme,19.09,L,20.0,Tequila,-0.02,4.86,Milly,0.33,5.25,Scotty,-0.23,4.41,Kokoska,0.17,4.32,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2368,6.0,17:55:04,Too X-treme,CrazyBalls II.,29.42,L,15.0,Rio,0.02,mimo,Aranka,,4.25,Ruby,0.14,4.74,Kyle,0.19,4.87,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2369,6.0,17:55:04,CrazyBalls II.,Too X-treme,19.54,W,20.0,Tequila,0.05,4.9,Milly,0.29,4.88,Scotty,0.38,4.46,Kokoska,0.28,4.29,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2370,6.0,17:57:02,Too X-treme,CrazyBalls II.,18.42,L,15.0,Vilík,-0.11,4.2,Aranka,OK,4.27,Ruby,0.18,4.78,Kyle,0.25,4.86,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2371,6.0,17:57:02,CrazyBalls II.,Too X-treme,19.16,W,20.0,Tequila,0.09,4.85,Milly,ok,5.06,Scotty,0.33,4.47,Kokoska,OK,4.38,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2372,7.0,18:03:50,FUNatic Runners,Flyvaryors Kamikaze,18.44,L,15.0,Pepina,0.07,4.45,Hanneli,0.2,4.46,Clegan,ok,4.58,Brixa,0.32,4.37,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2373,7.0,18:03:50,Flyvaryors Kamikaze,FUNatic Runners,21.43,W,15.0,Wooffy,0.05,3.93,Angie,0.23,4.89,Emmy,0.2,4.35,Ice,ok,7.78,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2374,7.0,18:05:45,FUNatic Runners,Flyvaryors Kamikaze,18.33,L,15.0,Pepina,0.04,4.5,Hanneli,0.27,4.51,Clegan,0.11,4.55,Brixa,OK,4.35,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2375,7.0,18:05:45,Flyvaryors Kamikaze,FUNatic Runners,18.95,W,15.0,Wooffy,0.12,3.92,Angie,OK,4.51,Emmy,chyba,4.24,Ice,chyba,6.16,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2376,7.0,18:07:26,FUNatic Runners,Flyvaryors Kamikaze,18.74,W,15.0,Pepina,0.19,4.62,Hanneli,ok,4.66,Clegan,OK,4.55,Brixa,0.29,4.43,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2377,7.0,18:07:26,Flyvaryors Kamikaze,FUNatic Runners,20.17,L,15.0,Wooffy,0.1,3.95,Angie,0.17,4.62,Emmy,OK,4.34,Ice,0.19,6.82,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2378,7.0,18:08:53,FUNatic Runners,Flyvaryors Kamikaze,18.74,W,15.0,Pepina,0.13,4.64,Hanneli,0.22,4.51,Clegan,0.11,4.55,Brixa,ok,4.58,EagersCup_Zamberk_Ring2,2023-05-06,FLYBALL_CZ
2379,5.0,08:13:18,WildRunners Maximini,Hellodogs Next Generation,18.2,W,25.0,Gerry,0.24,4.37,Riley,OK,4.48,Bree,OK,4.22,Bella,0.26,4.64,EagersCup_Zamberk_Ring2,2023-05-07,FLYBALL_CZ
2380,5.0,08:13:18,Hellodogs Next Generation,WildRunners Maximini,18.25,L,17.5,Deni,0.12,4.51,Bella,0.32,4.06,Shelby,chyba,4.47,Firgi,Ok,4.76,EagersCup_Zamberk_Ring2,2023-05-07,FLYBALL_CZ
2381,5.0,08:14:55,WildRunners Maximini,Hellodogs Next Generation,18.32,L,25.0,Gerry,0.47,4.3,Riley,chyba,4.5,Bree,OK,4.29,Bella,ok,4.77,EagersCup_Zamberk_Ring2,2023-05-07,FLYBALL_CZ
2382,5.0,08:14:55,Hellodogs Next Generation,WildRunners Maximini,19.69,W,17.5,Deni,0.16,4.48,Cherry,0.22,3.98,Shelby,0.75,4.52,Firgi,0.7,4.88,EagersCup_Zamberk_Ring2,2023-05-07,FLYBALL_CZ
2383,5.0,08:16:44,WildRunners Maximini,Hellodogs Next Generation,18.42,W,25.0,Riley,0.1,4.48,Bree,OK,4.23,Gerry,0.35,4.48,Bella,0.2,4.58,EagersCup_Zamberk_Ring2,2023-05-07,FLYBALL_CZ
2384,5.0,08:16:44,Hellodogs Next Generation,WildRunners Maximini,17.9,L,17.5,Deni,0.16,4.44,Cherry,OK,4.04,Shelby,ok,4.7,Firgi,-0.11,4.67,EagersCup_Zamberk_Ring2,2023-05-07,FLYBALL_CZ
