,Division,when,who,with who,total time,W/L/T,Hurdles,name,start,1.dog,name.1,chng,2.dog,name.2,chng.1,3.dog,name.3,chng.2,4.dog,place,date,competition
0,13.0,1900-01-01 12:26:30,Real Ballance Flyball Team,WildRunners Zephyr,21.18,L,15.0,Chase,0.33,4.21,Rubble,0.64,4.89,Zuma,0.36,4.3,Marshall,0.3,6.14,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
1,13.0,1900-01-01 12:26:30,WildRunners Zephyr,Real Ballance Flyball Team,20.49,W,25.0,Brix,-0.03,4.58,Them,OK,5.2,Negro,0.51,4.89,Speedy,0.4,4.93,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
2,13.0,1900-01-01 12:27:58,Real Ballance Flyball Team,WildRunners Zephyr,20.81,W,15.0,Chase,0.008,4.24,Rubble,0.18,5.03,Zuma,0.18,4.51,Marshall,0.24,6.42,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
3,13.0,1900-01-01 12:27:58,WildRunners Zephyr,Real Ballance Flyball Team,20.85,L,25.0,Brix,0.15,4.42,Them,0.37,5.19,Negro,0.2,5.27,Speedy,error,5.24,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
4,13.0,1900-01-01 12:29:11,Real Ballance Flyball Team,WildRunners Zephyr,20.66,W,15.0,Chase,0.09,4.24,Rubble,0.33,5.13,Zuma,Ok,4.67,Marshall,0.12,6.09,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
5,13.0,1900-01-01 12:29:11,WildRunners Zephyr,Real Ballance Flyball Team,20.96,L,25.0,Brix,0.24,4.57,Them,0.2,5.48,Negro,ok,5.07,Speedy,0.18,5.22,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
6,13.0,1900-01-01 12:30:34,Real Ballance Flyball Team,WildRunners Zephyr,20.88,L,15.0,Chase,0.22,4.32,Rubble,OK,5.16,Zuma,OK,4.69,Marshall,ok,6.49,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
7,13.0,1900-01-01 12:30:34,WildRunners Zephyr,Real Ballance Flyball Team,20.81,W,25.0,Brix,0.23,4.57,Them,0.21,5.63,Negro,Ok,4.86,Speedy,OK,5.31,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
8,13.0,1900-01-01 12:32:01,Real Ballance Flyball Team,WildRunners Zephyr,21.35,W,15.0,Chase,0.1,4.31,Rubble,0.23,5.11,Zuma,0.26,4.61,Marshall,0.36,6.39,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
9,13.0,1900-01-01 12:32:01,WildRunners Zephyr,Real Ballance Flyball Team,20.71,L,25.0,Brix,0.12,4.52,Them,0.19,5.51,Negro,Ok,5.09,Speedy,error,5.28,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
10,13.0,1900-01-01 12:36:48,Blizzard from OS,BayernXpress I,30.38,W,15.0,Zora,0.09,4.76,Sly,error,5.63,Cookie B,0.32,4.01,Panny,0.32,7.34,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
11,13.0,1900-01-01 12:36:48,BayernXpress I,Blizzard from OS,40.83,L,20.0,Kasi,0.24,4.75,Pepper,0.26,4.9,Filou,0.43,4.98,Berta,ok,5.41,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
12,13.0,1900-01-01 12:37:54,Blizzard from OS,BayernXpress I,23.23,W,15.0,Zora,0.32,4.86,Sly,0.34,4.78,Cookie B,0.36,4.0,Panny,0.21,8.38,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
13,13.0,1900-01-01 12:37:54,BayernXpress I,Blizzard from OS,21.03,L,20.0,Kasi,0.23,4.97,Pepper,0.14,4.95,Filou,0.17,5.13,Berta,OK,5.44,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
14,13.0,1900-01-01 12:40:00,Blizzard from OS,BayernXpress I,22.6,L,15.0,Zora,0.27,5.32,Sly,-0.25,4.88,Cookie B,OK,4.16,Panny,0.3,7.93,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
15,13.0,1900-01-01 12:40:00,BayernXpress I,Blizzard from OS,21.05,W,25.0,Filou,0.02,5,Sugar,0.24,3.92,Pepper,0.52,5.1,Berta,0.32,5.93,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
16,13.0,1900-01-01 12:41:21,Blizzard from OS,BayernXpress I,29.1,L,15.0,Zora,0.27,5.87,Sly,0.33,4.9,Cookie B,error,4.04,Panny,ok,9.07,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
17,13.0,1900-01-01 12:41:21,BayernXpress I,Blizzard from OS,32.18,W,25.0,Filou,0.07,5.15,Sugar,0.38,4.0,Pepper,0.53,4.98,Berta,0.19,6.76,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
18,13.0,1900-01-01 12:43:36,Blizzard from OS,BayernXpress I,15.6,L,15.0,Sly,0.33,4.81,Cookie B,0.3,4.1,Leonardo,0.64,5.42,Panny,,,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
19,13.0,1900-01-01 12:43:36,BayernXpress I,Blizzard from OS,27.32,W,25.0,Filou,0.02,5.1,Sugar,0.24,4.02,Pepper,0.24,5.1,Berta,OK,5.76,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
20,11.0,1900-01-01 12:48:17,Roadrunners Rockets,Akela Force,19.32,W,15.0,Oswin,0.13,4.28,Waps,0.22,5.15,Thygo,0.27,4.23,Rusko,0.34,4.7,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
21,11.0,1900-01-01 12:48:17,Akela Force,Roadrunners Rockets,18.99,L,15.0,Maya,0.02,4.11,Bodza,0.18,4.58,Flash,0.11,4.2,Mukkancs,ok,5.79,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
22,11.0,1900-01-01 12:50:34,Roadrunners Rockets,Akela Force,19.8,W,15.0,Oswin,0.03,4.25,Waps,ok,5.38,Thygo,0.3,4.25,Rusko,0.88,4.71,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
23,11.0,1900-01-01 12:50:34,Akela Force,Roadrunners Rockets,18.91,L,20.0,Maya,0.09,outside,Bodza,,4.72,Flash,0.21,4.3,Ében,OK,5.31,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
24,11.0,1900-01-01 12:52:13,Roadrunners Rockets,Akela Force,19.42,L,15.0,Oswin,0.06,4.27,Waps,0.33,5.5,Thygo,error,4.35,Rusko,0.21,4.71,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
25,11.0,1900-01-01 12:52:13,Akela Force,Roadrunners Rockets,20.01,W,15.0,Bandita,0.03,3.84,Bodza,ok,4.83,Flash,0.12,4.27,Mukkancs,0.78,6.16,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
26,11.0,1900-01-01 12:53:36,Roadrunners Rockets,Akela Force,19.95,L,15.0,Oswin,0.1,4.22,Waps,ok,5.72,Thygo,0.17,4.53,Rusko,0.43,4.78,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
27,11.0,1900-01-01 12:53:36,Akela Force,Roadrunners Rockets,19.22,W,15.0,Bandita,0.1,3.87,Bodza,0.13,4.79,Flash,OK,4.37,Mukkancs,OK,5.96,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
28,11.0,1900-01-01 12:55:29,Roadrunners Rockets,Akela Force,19.08,W,25.0,Oswin,0.02,4.23,Djazz,0.25,4.7,Thygo,0.18,4.46,Rusko,ok,5.25,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
29,11.0,1900-01-01 12:55:29,Akela Force,Roadrunners Rockets,19.42,L,15.0,Bandita,0.04,3.87,Bodza,0.18,4.75,Flash,OK,4.36,Mukkancs,0.21,6.02,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
30,11.0,1900-01-01 13:00:18,BomBallance Flyball Team,Yelly BEAST,19.01,W,22.5,Fleche,0.38,4.32,Simon,0.16,4.89,Koni,OK,4.13,Maze,0.18,4.97,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
31,11.0,1900-01-01 13:00:18,Yelly BEAST,BomBallance Flyball Team,18.48,L,,,0.07,3.97,,0.31,4.03,,OK,4.32,,0.35,5.43,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
32,11.0,1900-01-01 13:02:19,BomBallance Flyball Team,Yelly BEAST,18.64,L,22.5,Fleche,-0.03,4.4,Simon,OK,5.09,Koni,OK,4.15,Maze,OK,5.03,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
33,11.0,1900-01-01 13:02:19,Yelly BEAST,BomBallance Flyball Team,20.21,W,,,0.23,4.07,,0.88,4.56,,0.44,4.28,,0.35,5.42,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
34,11.0,1900-01-01 13:03:46,BomBallance Flyball Team,Yelly BEAST,20.09,W,22.5,Fleche,0.13,4.38,Simon,ok,5.41,Koni,0.89,4.13,Maze,OK,5.15,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
35,11.0,1900-01-01 13:03:46,Yelly BEAST,BomBallance Flyball Team,19.33,L,,,0.04,4.1,,0.4,4.06,,0.23,4.37,,0.62,5.51,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
36,11.0,1900-01-01 13:05:31,BomBallance Flyball Team,Yelly BEAST,19.36,W,22.5,Fleche,0.06,4.53,Simon,0.33,4.95,Koni,,4.12,Maze,0.23,5.15,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
37,11.0,1900-01-01 13:05:31,Yelly BEAST,BomBallance Flyball Team,19.56,L,,,0.24,4.1,,0.53,4.02,,0.31,4.34,,0.46,5.58,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
38,10.0,1900-01-01 13:09:57,Be Quickstep!,Running Borders 2,19.48,W,17.5,Chulo,0.05,4.68,Skipper,0.35,4.89,Yuma,0.11,4.3,Yummy,OK,5.11,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
39,10.0,1900-01-01 13:09:57,Running Borders 2,Be Quickstep!,13.84,L,27.5,Nacho,0.13,4.6,Sammy,OK,4.32,Janis,0.13,4.67,Ouzo,,,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
40,10.0,1900-01-01 13:11:04,Be Quickstep!,Running Borders 2,18.63,W,17.5,Chulo,0.17,4.96,Skipper,OK,4.95,Yuma,OK,4.41,Yummy,Ok,4.14,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
41,10.0,1900-01-01 13:11:04,Running Borders 2,Be Quickstep!,19.14,L,27.5,Nacho,0.06,4.61,Sammy,ok,4.48,Janis,0.15,4.67,Ouzo,error,5.18,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
42,10.0,1900-01-01 13:12:23,Be Quickstep!,Running Borders 2,18.96,L,17.5,Chulo,0.09,5.03,Skipper,ok,5.09,Yuma,0.18,4.37,Yummy,OK,4.2,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
43,10.0,1900-01-01 13:12:23,Running Borders 2,Be Quickstep!,18.62,W,27.5,Nacho,0.06,4.68,Sammy,OK,4.35,Janis,OK,4.96,Ouzo,0.16,4.41,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
44,10.0,1900-01-01 13:13:32,Be Quickstep!,Running Borders 2,18.62,L,17.5,Chulo,0.02,4.96,Skipper,error,4.99,Yuma,OK,4.37,Yummy,error,4.28,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
45,10.0,1900-01-01 13:13:32,Running Borders 2,Be Quickstep!,19.25,W,27.5,Nacho,0.12,4.72,Sammy,ok,4.46,Janis,0.45,4.77,Ouzo,0.2,4.53,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
46,10.0,1900-01-01 13:14:45,Be Quickstep!,Running Borders 2,18.82,L,17.5,Chulo,0.01,5.08,Skipper,Ok,4.97,Yuma,0.19,4.33,Yummy,error,4.24,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
47,10.0,1900-01-01 13:14:45,Running Borders 2,Be Quickstep!,19.63,W,27.5,Nacho,0.18,4.74,Sammy,0.42,4.37,Janis,0.3,4.77,Ouzo,ok,4.86,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
48,10.0,1900-01-01 13:20:10,Skyball Viper,DumbleDogs G,18.44,L,27.5,Edi,0.17,3.99,Anastasia,0.21,4.55,Borg,0.29,4.49,Kimi,0.4,4.34,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
49,10.0,1900-01-01 13:20:10,DumbleDogs G,Skyball Viper,18.11,L,22.5,Enjoy,0.13,4.43,Ridiculus,0.18,4.31,Evelyn,OK,4.06,Corri,0.28,4.73,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
50,10.0,1900-01-01 13:25:27,Skyball Viper,DumbleDogs G,18.87,L,27.5,Edi,0.1,3.96,Anastasia,0.12,4.65,Borg,0.54,4.63,Kimi,0.54,4.33,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
51,10.0,1900-01-01 13:25:27,DumbleDogs G,Skyball Viper,18.03,W,22.5,Enjoy,-0.01,4.35,Ridiculus,0.17,4.32,Evelyn,OK,4.12,Corri,0.25,4.84,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
52,10.0,1900-01-01 13:27:38,Skyball Viper,DumbleDogs G,19.36,L,25.0,Borg,0.07,4.46,Anastasia,OK,5.07,Lili,0.58,4.65,Kimi,0.14,4.38,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
53,10.0,1900-01-01 13:27:38,DumbleDogs G,Skyball Viper,18.81,W,22.5,Enjoy,0.16,4.43,Evelyn,ok,4.16,Kiwi,0.43,4.36,Corri,0.39,4.89,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
54,10.0,1900-01-01 13:29:30,Skyball Viper,DumbleDogs G,26.94,W,25.0,Borg,0.08,4.37,Anastasia,0.26,4.7,Lili,0.35,4.6,Kimi,1.1,4.48,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
55,10.0,1900-01-01 13:29:30,DumbleDogs G,Skyball Viper,18.84,L,22.5,Enjoy,0.11,4.33,Evelyn,0.28,4.04,Kiwi,0.31,4.34,Corri,0.46,4.98,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
56,10.0,1900-01-01 13:31:37,Skyball Viper,DumbleDogs G,20.59,L,25.0,Borg,0.21,4.52,Anastasia,0.17,4.82,Lili,0.25,4.92,Kimi,0.91,4.8,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
57,10.0,1900-01-01 13:31:37,DumbleDogs G,Skyball Viper,19.04,W,22.5,Enjoy,0.1,4.35,Ridiculus,0.24,4.36,Kiwi,0.18,4.35,Corri,0.46,5.01,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
58,10.0,1900-01-01 13:37:05,The Ultimates,What The Fractal,28.27,L,20.0,Chase,0.13,4.17,Rubble,-0.13,5.06,Zuma,0.71,6.11,Marshall,0.19,4.23,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
59,10.0,1900-01-01 13:37:05,What The Fractal,The Ultimates,31.6,W,15.0,Kodi,0.07,4.02,Thor,error,4.26,Fuks,error,4.83,Lilka,0.19,5.77,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
60,10.0,1900-01-01 13:38:35,The Ultimates,What The Fractal,18.79,L,20.0,Chase,0.09,4.17,Rubble,ok,5.31,Zuma,0.31,4.46,Marshall,0.2,4.26,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
61,10.0,1900-01-01 13:38:35,What The Fractal,The Ultimates,18.56,W,15.0,Kodi,0.11,4.18,Thor,0.19,4.34,Fuks,OK,4.85,Lilka,0.22,4.67,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
62,10.0,1900-01-01 13:40:01,The Ultimates,What The Fractal,18.85,W,20.0,Chase,0.02,4.26,Rubble,0.15,5.3,Zuma,0.15,4.54,Marshall,0.17,4.27,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
63,10.0,1900-01-01 13:40:01,What The Fractal,The Ultimates,19.03,L,15.0,Kodi,0.07,4.29,Thor,0.15,4.49,Fuks,0.19,4.82,Lilka,0.34,4.68,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
64,10.0,1900-01-01 13:41:20,The Ultimates,What The Fractal,19.04,W,20.0,Chase,0.18,4.3,Rubble,0.3,5.17,Zuma,ok,4.7,Marshall,OK,4.41,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
65,10.0,1900-01-01 13:41:20,What The Fractal,The Ultimates,19.06,L,15.0,Kodi,0.12,4.31,Thor,0.17,4.42,Fuks,0.31,4.91,Lilka,OK,4.84,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
66,10.0,1900-01-01 13:42:50,The Ultimates,What The Fractal,29.44,L,20.0,Chase,0.08,4.42,Rubble,0.18,8.0,Zuma,0.63,4.67,Marshall,OK,5.24,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
67,10.0,1900-01-01 13:42:50,What The Fractal,The Ultimates,25.21,W,15.0,Kodi,-0.05,4.31,Thor,0.21,4.48,Fuks,0.41,4.87,Lilka,0.19,4.7,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
68,10.0,1900-01-01 13:47:14,Wing BEAST,Skyball Phoenix,18.23,L,15.0,Amy,0.09,4.18,Brooklyn,OK,3.86,Evora,ok,4.07,Joker,0.46,5.57,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
69,10.0,1900-01-01 13:47:14,Skyball Phoenix,Wing BEAST,20.3,W,17.5,Rafael,0.33,4.26,Hexe,OK,5.87,Eryn,-0.55,4.29,Manci,0.36,5.75,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
70,10.0,1900-01-01 13:48:47,Wing BEAST,Skyball Phoenix,24.01,L,15.0,Amy,0.06,4.2,Brooklyn,0.52,3.77,Evora,0.18,3.99,Joker,0.77,5.62,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
71,10.0,1900-01-01 13:48:47,Skyball Phoenix,Wing BEAST,23.8,W,17.5,Rafael,-0.04,4.28,Hexe,OK,4.48,Eryn,OK,4.38,Manci,0.18,4.82,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
72,10.0,1900-01-01 13:50:18,Wing BEAST,Skyball Phoenix,18.06,L,15.0,Amy,0.006,4.16,Brooklyn,0.2,3.82,Evora,0.14,3.98,Joker,0.18,5.59,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
73,10.0,1900-01-01 13:50:18,Skyball Phoenix,Wing BEAST,18.98,W,17.5,Rafael,0.1,4.38,Hexe,0.24,4.6,Eryn,0.23,4.26,Manci,0.35,4.82,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
74,13.0,1900-01-01 13:55:14,JokerZ Lou,Real Ballance Flyball Team,19.91,W,20.0,Khumba,0.08,4.33,Pelly,0.23,5.34,Sura,0.19,5.29,Árnyék,error,4.45,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
75,13.0,1900-01-01 13:55:14,Real Ballance Flyball Team,JokerZ Lou,19.82,L,17.5,Chase,0.02,4.28,Rubble,0.53,5.05,Zuma,0.22,5.04,Marshall,0.17,4.53,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
76,13.0,1900-01-01 13:56:56,JokerZ Lou,Real Ballance Flyball Team,20.24,L,20.0,Khumba,0.11,4.49,Pelly,0.16,5.47,Sura,0.18,5.29,Árnyék,0.15,4.4,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
77,13.0,1900-01-01 13:56:56,Real Ballance Flyball Team,JokerZ Lou,20.7,W,15.0,Chase,0.22,4.27,Rubble,0.13,5.01,Zuma,OK,4.69,Marshall,0.19,6.2,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
78,13.0,1900-01-01 13:58:12,JokerZ Lou,Real Ballance Flyball Team,28.11,L,20.0,Khumba,0.08,4.5,Pelly,0.27,5.43,Sura,-0.1,5.23,Árnyék,0.18,4.38,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
79,13.0,1900-01-01 13:58:12,Real Ballance Flyball Team,JokerZ Lou,20.79,W,15.0,Chase,0.06,4.3,Rubble,OK,5.15,Zuma,0.2,4.59,Marshall,0.21,6.29,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
80,13.0,1900-01-01 13:59:14,JokerZ Lou,Real Ballance Flyball Team,21.78,W,20.0,Khumba,0.04,4.7,Pelly,0.38,5.67,Sura,0.49,5.36,Árnyék,0.68,4.47,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
81,13.0,1900-01-01 13:59:14,Real Ballance Flyball Team,JokerZ Lou,20.97,L,15.0,Chase,-0.01,outside,Rubble,,5.07,Zuma,0.37,4.79,Marshall,ok,6.51,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
82,13.0,1900-01-01 14:00:12,JokerZ Lou,Real Ballance Flyball Team,20.7,W,20.0,Khumba,0.1,4.64,Pelly,0.24,5.69,Sura,ok,5.41,Árnyék,0.21,4.41,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
83,13.0,1900-01-01 14:00:12,Real Ballance Flyball Team,JokerZ Lou,21.58,L,15.0,Chase,0.2,4.3,Rubble,0.32,5.12,Zuma,0.22,4.84,Marshall,OK,6.58,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
84,13.0,1900-01-01 14:05:19,Blizzard from OS,WildRunners Zephyr,20.18,L,27.5,Zora,0.16,4.88,Sly,ok,5.37,Cookie B,0.52,4.2,Leonardo,,5.04,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
85,13.0,1900-01-01 14:05:19,WildRunners Zephyr,Blizzard from OS,20.67,W,25.0,Brix,0.1,4.52,Negro,0.24,4.8,Angie,0.48,5.19,Speedy,0.15,5.18,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
86,13.0,1900-01-01 14:06:44,Blizzard from OS,WildRunners Zephyr,27.71,W,27.5,Zora,0.25,5.01,Sly,OK,5.2,Cookie B,0.31,4.51,Leonardo,1.08,4.97,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
87,13.0,1900-01-01 14:06:44,WildRunners Zephyr,Blizzard from OS,31.55,L,25.0,Brix,0.12,4.51,Negro,0.15,4.78,Angie,error,5.3,Speedy,0.15,5.34,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
88,13.0,1900-01-01 14:07:53,Blizzard from OS,WildRunners Zephyr,21.49,L,27.5,Zora,0.23,4.73,Sly,0.39,4.95,Cookie B,error,4.26,Leonardo,0.97,5.97,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
89,13.0,1900-01-01 14:07:53,WildRunners Zephyr,Blizzard from OS,21.45,W,25.0,Brix,0.13,4.5,Negro,0.17,4.91,Angie,OK,5.62,Speedy,0.7,5.42,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
90,13.0,1900-01-01 14:09:17,Blizzard from OS,WildRunners Zephyr,21.74,W,27.5,Zora,0.18,5.05,Sly,0.19,5.41,Cookie B,0.53,4.24,Leonardo,0.9,5.24,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
91,13.0,1900-01-01 14:09:17,WildRunners Zephyr,Blizzard from OS,27.71,L,25.0,Brix,7.6,outside,Negro,,5.29,Angie,ok,5.81,Speedy,OK,5.49,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
92,13.0,1900-01-01 14:10:42,Blizzard from OS,WildRunners Zephyr,23.43,L,27.5,Zora,0.1,6.67,Sly,1.28,5.39,Cookie B,0.2,4.25,Leonardo,0.42,5.12,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
93,13.0,1900-01-01 14:10:42,WildRunners Zephyr,Blizzard from OS,22.55,W,25.0,Brix,0.17,4.56,Negro,ok,5.14,Angie,0.88,6.0,Speedy,0.34,5.48,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
94,11.0,1900-01-01 14:14:36,Roadrunners Rockets,The Green Chasers,19.39,,15.0,Oswin,0.2,4.2,Djazz,ok,4.82,Waps,0.2,5.32,Vada,0.8,3.86,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
95,11.0,1900-01-01 14:14:36,The Green Chasers,Roadrunners Rockets,19.1,,,,0.12,4.71,,0.17,4.62,,0.17,4.85,,0.66,3.8,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
96,11.0,1900-01-01 14:22:03,Roadrunners Rockets,The Green Chasers,20.5,L,15.0,Oswin,0.13,4.19,Djazz,0.62,4.82,Waps,OK,5.5,Vada,0.73,4.51,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
97,11.0,1900-01-01 14:22:03,The Green Chasers,Roadrunners Rockets,19.3,W,,,0.25,4.83,,OK,4.68,,ok,5.02,,0.72,3.81,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
98,11.0,1900-01-01 14:23:33,Roadrunners Rockets,The Green Chasers,18.87,W,15.0,Oswin,0.13,4.2,Djazz,OK,4.77,Waps,ok,5.69,Vada,Ok,4.08,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
99,11.0,1900-01-01 14:23:33,The Green Chasers,Roadrunners Rockets,19.5,L,,,0.21,4.88,,0.18,4.7,,ok,5.06,,0.53,3.94,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
100,11.0,1900-01-01 14:25:03,Roadrunners Rockets,The Green Chasers,34.03,L,15.0,Oswin,0.16,4.21,Djazz,0.13,5.4,Waps,0.29,5.74,Vada,1.21,4.22,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
101,11.0,1900-01-01 14:25:03,The Green Chasers,Roadrunners Rockets,26.48,W,,,-0.02,4.72,,0.19,4.72,,0.21,4.96,,0.32,3.89,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
102,11.0,1900-01-01 14:26:23,Roadrunners Rockets,The Green Chasers,20.31,L,15.0,Oswin,0.02,4.17,Djazz,OK,4.78,Waps,OK,6.66,Vada,0.59,4.08,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
103,11.0,1900-01-01 14:26:23,The Green Chasers,Roadrunners Rockets,18.98,W,,,0.07,4.71,,OK,4.78,,0.17,4.95,,0.39,3.91,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
104,11.0,1900-01-01 14:30:07,JokerZ Sun,BomBallance Flyball Team,18.82,L,17.5,Giny,-0.03,4.26,Trufa,0.15,4.56,Keru,0.16,4.65,Taz,,5.08,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
105,11.0,1900-01-01 14:30:07,BomBallance Flyball Team,JokerZ Sun,20.1,W,22.5,Fleche,0.18,4.43,Simon,0.17,4.88,Koni,0.4,4.19,Maze,0.88,4.97,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
106,11.0,1900-01-01 14:31:28,JokerZ Sun,BomBallance Flyball Team,23.83,W,17.5,Giny,-0.008,4.32,Trufa,0.23,4.57,Keru,0.16,4.71,Taz,Ok,5.07,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
107,11.0,1900-01-01 14:31:28,BomBallance Flyball Team,JokerZ Sun,23.92,L,22.5,Fleche,-0.006,4.4,Simon,0.32,5.03,Koni,ok,4.27,Maze,0.15,5.1,Tápiószentmárton Ring1,2023-07-29,FLYBALL_EFC
